NUVA,label,comment,abstract
VAC['1180'],"Recombinant Lyme disease vaccine, unspecified",Recombinant anti-Borrelia burgdorferi vaccine - outer surface protein A (OspA),True
VAC['1181'],"Pentavalent vaccine DTPeHibHepB - Diphtheria-Tetanus-Pertussis-Hib PRP-HepatitisB 10µg, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole intact), Haemophilus influenzae type b (tetanus toxoid conjugated) and hepatitis B (recombinant) vaccine",True
VAC['1182'],"Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified","Quadrivalent polysaccharide conjugate vaccine against meningococci serogroups A, C, W and Y (conjugated with tetanus toxoid)",True
VAC['1183'],"Non-replicating viral vector Ebola vaccine, unspecified","Non-replicating viral vector Ebola vaccine, modified Vaccine Ankara",True
VAC['1184'],"Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified","Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True
VAC['1185'],"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified","Anti-covid 19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified",True
VAC['1186'],"COVID-19 vaccine with replicative viral vector with antigen-presenting cells, unspecified","Anti-covid 19 vaccine with replicative viral vector with antigen-presenting cells, unspecified",True
VAC['1187'],"COVID-19 vaccine with replicative viral vector, measles virus encoding the SARS-CoV-2 spike protein, unspecified","Anti-covid 19 vaccine with replicative viral vector, measles virus encoding the SARS-CoV-2 spike protein, unspecified",True
VAC['1188'],"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified","Anti-covid 19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True
VAC['1189'],"Non-replicating vector COVID-19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified","Non-replicating vector anti-covid 19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified",True
VAC['1190'],"COVID-19 vaccine with replicative viral vector, vesicular stomatitis virus encoding the SARS-CoV-2 spike protein, unspecified","Anti-covid 19 vaccine with replicative viral vector, vesicular stomatitis virus encoding the SARS-CoV-2 spike protein, unspecified",True
VAC['1191'],"Vaccine for the prevention of urinary infections in women, unspecified","Vaccine against Escherichia coli, Klebsiella pneumoniae, Enterococcus faecalis, Proteus vulgaris",True
VAC['1192'],"Pentavalent vaccine DTPePHibHepB - Diphtheria-Tetanus-Pertussis-Hib OC-HepatitisB 10µg, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated), Haemophilus influenzae type b (diphtheria toxoid conjugated) and hepatitis B (recombinant) vaccine",True
VAC['1193'],"Japanese encephalitis vaccine, live recombinant attenuated, unspecified","Live attenuated Japanese encephalitis vaccine, chimeric recombinant",True
VAC['1194'],"Tetanus, typhoid and paratypoid A and B vaccines, unspecified","Tetanus (toxoid), typhoid (whole inactivated) and paratyphoid A and B (whole inactivated) vaccines",True
VAC['1195'],"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified","Anti-covid 19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified",True
VAC['1196'],"Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified","Whole inactivated vaccine against Japanese encephalitis, prepared from murine brain tissue, Nakayama strain, injectable route",True
VAC['1197'],"COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA, unspecified","COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA: 1. A non-replicating viral vector, chimpanzee adenovirus, serotype 68 (ChAdV68), encoding the spike protein of SARS-CoV-2 (ChAdV68-S) and/or spike protein plus additional SARS-CoV-2 epitopes recognized by T cells (ChAdV68-S-TCE) and 2. A self-amplifying mRNA (SAM) in lipid nanoparticles (SAM-LNP) encoding SARS-CoV-2 spike protein (SAM-S) and/or spike protein plus additional SARS-CoV-2 epitopes recognized by T cells (SAM-S-TCE), SAM vector based on Venezuelan equine encephalitis virus (VEEV)",True
VAC['1198'],"Chinkungunya vaccine, live attenuated, unspecified",Live attenuated chikungunya vaccine,True
VAC['1199'],"Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified","Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified",True
VAC['1200'],"Quadrivalent influenza vaccine, on cell culture, unspecified","Quadrivalent inactivated cell culture influenza vaccine, split or subunit, normal dose",True
VAC['1201'],"Tetravalent Dengue vaccine, live attenuated chimeric recombinant based on 17D yellow fever vaccine, unspecified","Tetravalent Dengue vaccine, live attenuated chimeric recombinant based on 17D yellow fever vaccine, unspecified",True
VAC['1202'],"COVID-19 vaccine with live attenuated virus, unspecified","Anti-covid 19 vaccine with live attenuated virus, unspecified",True
VAC['1203'],"Brucellosis vaccine, protein (P.I. antigen)",P.I. (phenol-insoluble) protein antigen vaccine against brucellosis,True
VAC['1204'],"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified","Anti-covid 19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True
VAC['1205'],"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified","Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True
VAC['1206'],"COVID-19 vaccine with self-amplifying mRNA, unspecified","Anti-covid 19 vaccine with self-amplifying mRNA, unspecified",True
VAC['1207'],"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified","COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True
VAC['1208'],"Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated) and hepatitis B (recombinant) vaccine, adsorbed",True
VAC['1209'],"Measles vaccine, whole inactivated, unspecified",Whole inactivated measles vaccine (historical),True
VAC['1210'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True
VAC['1211'],"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified","Meningococcal C vaccine, polysaccharide conjugated to CRM197 protein",True
VAC['1212'],"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified","Polio vaccine (whole inactivated, trivalent), oral",True
VAC['1213'],"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified","Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True
VAC['1214'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg",True
VAC['1215'],"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified","Pediatric vaccine diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (multicomponent acellular, standard dose), anti-Haemophilus influenzae type b (conjugated to the outer membrane protein of Neisseria meningitidis serogroup B), poliomyelitis (whole inactivated, trivalent) and hepatitis B (recombinant), adsorbed",True
VAC['1216'],"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (multicomponent acellular, standard dose) and hepatitis B (recombinant) vaccine",True
VAC['1217'],"Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified","Hepatitis B and Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to the outer membrane protein of Neisseria meningitidis serogroup B",True
VAC['1218'],"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",Meningococcal polysaccharide conjugate vaccine with tetanus toxoid against serogroup A,True
VAC['1219'],"Hexavalent vaccine DTPeHibMCV-A-C-T - Diphtheria-Tetanus-Pertussis-Hib PRP-Meningococcus A and C, conjugated with tetanus toxoid, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated), Haemophilus influenzae type b (tetanus toxoid conjugated) and meningococcal serogroups A and C (toxoid conjugate) vaccine tetanus)",True
VAC['1220'],"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",Conjugate vaccine against Haemophilus influenzae type b (conjugated with tetanus toxoid) and against meningococci serogroups C and Y (conjugated with tetanus toxoid),True
VAC['1221'],"Trivalent vaccine against diphtheria, tetanus and rubella, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid) and rubella vaccine (live attenuated)",True
VAC['1222'],"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified","Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True
VAC['1223'],"Immunoglobulin against respiratory syncytial virus (RSV), unspecified","Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True
VAC['1224'],"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified","Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion), bivalent (RSV subtypes A and B), unspecified",True
VAC['1225'],"DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified","Diphtheria, tetanus (toxoid), typhoid (whole inactivated) and paratyphoid A and B (whole inactivated) vaccines",True
VAC['1226'],"Combined hepatitis A and B vaccine, pediatric dose, unspecified","Combined hepatitis A and B vaccine, pediatric dose, unspecified",True
VAC['1227'],"Recombinant hepatitis B vaccine, pediatric dose, unspecified","Hepatitis B vaccine, recombinant hepatitis B virus surface antigen (HBsAg), 5 micrograms",True
VAC['1228'],"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified","Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True
VAC['1229'],Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C,"Vaccine against meningococcal serogroups B (outer membrane vesicle proteins B:14:P1.7,16) and C",True
VAC['1230'],"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",Conjugate vaccine against Haemophilus influenzae type b (conjugated with tetanus toxoid) and against meningococci serogroup C (conjugated with tetanus toxoid),True
VAC['1231'],"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (multicomponent acellular, standard dose), hepatitis B and Haemophilus influenzae type b (tetanus toxoid conjugate) vaccine",True
VAC['1232'],"Acellular pertussis vaccine, reduced dose, unspecified","Acellular pertussis vaccine, reduced dose",True
VAC['1233'],"10-valent Pneumococcus conjugate vaccine, unspecified","Pneumococcal polysaccharide conjugate vaccine, 10-valent, serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F",True
VAC['1234'],"15-valent unconjugated pneumococcal vaccine, unspecified","Unconjugated pneumococcal polysaccharide vaccine, 15-valent, serotypes 1, 2, 3, 4, 6B, 7F, 8, 9N, 11A, 12F, 14, 15F, 18C, 19F and 23F",True
VAC['1235'],"RIX4414 monovalent rotavirus vaccine, unspecified","RIX4414 monovalent rotavirus vaccine, unspecified",True
VAC['1236'],"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified","COVID-19 spike protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5",True
VAC['1237'],"Pre-erythrocytic malaria vaccine, unspecified",Pre-erythrocytic malaria vaccine R21/Matrix-M,True
VAC['1238'],"Vaccine against hepatitis B and malaria, unspecified","Vaccine against hepatitis B and malaria, unspecified",True
VAC['1239'],"15-valent Pneumococcus conjugate vaccine, unspecified","Pneumococcal polysaccharide conjugate vaccine, 15-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, 22F, 23F and 33F",True
VAC['1240'],"4-component meningococcal B vaccine, unspecified",4-component serogroup B meningococcal vaccine,True
VAC['1241'],"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified","Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True
VAC['1242'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True
VAC['1243'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True
VAC['1244'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True
VAC['1245'],"ABCWY meningococcal vaccine, unspecified","Meningococcal vaccine against serogroups A, C, W and Y (polysaccharide conjugated to tetanus toxoid), and against serogroup B (recombinant)",True
VAC['1246'],VACCIN COVID-GRIPPE ARN MRNA-1083,Combined influenza/Covid 19 mRNA vaccine in clinical trial,False
VAC['1247'],"Hepatitis A vaccine, unspecified","Hepatitis A vaccine, unspecified",True
VAC['1248'],"Influenza/Covid 19 mRNA vaccine, unspecified","Combined influenza and Covid 19 mRNA vaccine, unspecified",True
VAC['1249'],"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified","Trivalent inactivated influenza vaccine, split or subunit, intradermal route, unspecified",True
VAC['1250'],EUVICHOL-S,"Cholera vaccine, oral, containing formalin-inactivated whole V. cholerae O1 bacteria",False
VAC['1251'],EUVICHOL-PLUS,"Cholera vaccine, oral, bivalent consisting of killed whole cells of Vibrio cholerae O1 (classical and El Tor) and O139",False
VAC['1252'],JE-CV,"Live attenuated Japanese encephalitis vaccine, recombinant chimeric",False
VAC['1253'],CHIMERIVAX-JE,"Live attenuated Japanese encephalitis vaccine, recombinant chimeric",False
VAC['1254'],CAPVAXIVE,"Pneumococcal polysaccharide conjugate vaccine, 21-valent, adsorbed, serotypes 3, 6A, 7F, 8, 9N, 10A, 11A, 12F, 15A, 15B, 15C, 16F, 17F, 19A, 20A, 22F, 23A, 23B, 24F, 31, 33F, 35B",False
VAC['1255'],HEXASIIL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False
VAC['1256'],"Hexavalent vaccine DTwPHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 15µg, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",True
VAC['1257'],"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified","Cholera vaccine, oral, bivalent consisting of killed whole cells of Vibrio cholerae O1 (classical and El Tor) and O139",True
VAC['1258'],COMIRNATY JN.1 30 µg,"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 30 micrograms, adult dose (+ 12 years)",False
VAC['1259'],COMIRNATY JN.1 10 µg,"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 10 micrograms, paediatric dose (5-11 years)",False
VAC['1260'],COMIRNATY JN.1 3 µg,"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 3 micrograms, dose (6 months-4 years)",False
VAC['1261'],NUVAXOVID JN.1,"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M), Omicron JN.1 subvariant",False
VAC['1262'],MRESVIA,Single-stranded 5' capped mRNA encoding the Respiratory syncytial virus glycoprotein F stabilized in the prefusion conformation,False
VAC['1263'],"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized","COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",True
VAC['1264'],"A(H5) avian influenza vaccine, unspecified","A(H5) avian influenza vaccine, neuraminidase type not specified",True
VAC['1265'],CLODIVAC,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False
VAC['1266'],PENMENVY,"Broad-spectrum meningococcal vaccine against serogroups A, B, C, W and Y",False
VAC['1267'],VIMKUNYA,"Chikungunya VLP vaccine (recombinant, adsorbed)",False
VAC['1268'],SPIKEVAX JN.1 50 µg,"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 50 microgram dose",False
VAC['1269'],"SPIKEVAX JN.1 0,1 mg/mL dose 25 µg","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 25 micrograms per dose, multidose vial",False
VAC['1270'],"SPIKEVAX JN.1 0,1 mg/mL dose 50 µg","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 50 micrograms per dose, multidose vial",False
VAC['1271'],TYT BIOMED,"Typhoid and tetanus vaccine, injectable suspension",False
VAC['1272'],PSEUDOVAC,Polyvalent vaccine against  pus bacterium Pseudomonas aeruginosa,False
VAC['1273'],DT BIOMED,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid), adsorbed suspension for injection",False
VAC['1274'],d BIOMED,Diphtheria toxoid vaccine (reduced dose),False
VAC['1275'],D BIOMED,Diphtheria toxoid (standard dose) pediatric vaccine,False
VAC['1276'],DTP BIOMED,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['1277'],"Vaccine against chikungunya, unspecified","Vaccine against chikungunya, unspecified",True
VAC['1278'],WALRINVAX,Bivalent recombinant vaccine against human papillomavirus (types 16 and 18) (Pichia pastoris),False
VAC['1279'],Adjuvanted adsorbed anthrax vaccine,Adjuvanted adsorbed anthrax cell vaccine,True
VAC['1280'],"21-valent pneumococcal conjugate vaccine, unspecified","21-valent pneumococcal conjugate vaccine, adsorbed, serotypes 3, 6A, 7F, 8, 9N, 10A, 11A, 12F, 15A, 15B, 15C, 16F, 17F, 19A, 20A, 22F, 23A, 23B, 24F, 31, 33F, 35B",True
VAC['1281'],PENTABIO,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False
VAC['1282'],FLUBIO INFLUENZA HA,Inactivated trivalent seasonal influenza vaccine with surface antigen,False
VAC['1283'],INDOVAC,"COVID-19 protein subunit vaccine, recombinant spike protein, intramuscular route",False
VAC['1284'],NUSAGARD,"Human Papillomavirus vaccine, quadrivalent (types 6, 11, 16, and 18), recombinant",False
VAC['1285'],NOPV2 BIO FARMA,"Polio vaccine (live attenuated, monovalent) against polioviruses type 2, oral",False
VAC['1286'],VAKSIN COVID-19 BIO FARMA,"COVID-19 vaccine, protein subunit, recombinant spike protein (RBD domain), administered intramuscularly.",False
VAC['1287'],VAKSIN HEPATITIS B BIO FARMA,"Hepatitis B vaccine, recombinant hepatitis B surface antigen (HBsAg), unspecified",False
VAC['1288'],VAKSIN POLIOMYELITIS BIO FARMA,"Polio vaccine (whole inactivated, trivalent)",False
VAC['1289'],VAKSIN POLIOMYELITIS BIVALEN BIO FARMA,"Polio vaccine (live attenuated, bivalent) against poliovirus types 1 and 3, oral",False
VAC['1290'],MOPV1 BIO FARMA,"Polio vaccine (live attenuated, monovalent) against poliovirus 1, orally",False
VAC['1291'],MOPV2 BIO FARMA,"Polio vaccine (live attenuated, monovalent) against poliovirus 2, orally",False
VAC['1292'],BIO-TCV,"Typhoid vaccine, Vi antigen conjugated to tetanus toxoid",False
VAC['1293'],VAKSIN BCG KERING,Live attenuated tuberculosis vaccine,False
VAC['1294'],BIO-TD,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False
VAC['1295'],DT BIO FARMA,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid)",False
VAC['1296'],DTP BIO FARMA,"Paediatric diphtheria vaccine (toxoid, standard dose), tetanus vaccine (toxoid) and pertussis vaccine (whole inactivated)",False
VAC['1297'],TT BIO FARMA,Tetanus vaccine (toxoid),False
VAC['1298'],BETT,Tetanus vaccine (toxoid),False
VAC['1299'],BEVAC 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False
VAC['1300'],BEVAC 20 µg,"Recombinant hepatitis B vaccine, adult dose",False
VAC['1301'],BE Td,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False
VAC['1302'],COMBE FIVE,"Paediatric vaccine for diphtheria (toxoid, standard dose), tetanus (toxoid), whooping cough (whole, standard dose), hepatitis B and Haemophilus influenzae type b (conjugated with tetanus toxoid).",False
VAC['1303'],VLA15,Lyme disease vaccine using a recombinant protein derived from OspA (Outer Surface Protein A) of six serotypes of Borrelia burgdorferi,False
VAC['1304'],BERAB,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False
VAC['1305'],MRBEV,Live attenuated measles and rubella vaccine,False
VAC['1306'],TYPHIBEV,"Typhoid vaccine, Vi antigen conjugated to CRM197 protein",False
VAC['1307'],JEEV 6 µg,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 6 micrograms",False
VAC['1308'],DT BIOLOGICAL E LTD,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid)",False
VAC['1309'],NOVEL ORAL (nOPV) TYPE 2 BIOLOGICAL E. LTD,"Polio vaccine (live attenuated, monovalent) against polioviruses type 2, oral",False
VAC['1310'],SII TD-VAC,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False
VAC['1311'],"Meningococcal ACWXY conjugate vaccine, unspecified","Quadrivalent meningococcal polysaccharide conjugate vaccine, serogroups A, C, W, X and Y",True
VAC['1312'],TT SII,Tetanus vaccine (toxoid),False
VAC['1313'],BCG SII,Live attenuated tuberculosis vaccine,False
VAC['1314'],MEASLES SII,Live attenuated measles vaccine,False
VAC['1315'],MUMPS SII,Live attenuated mumps vaccine,False
VAC['1316'],RUBELLA SII,Live attenuated rubella vaccine,False
VAC['1317'],CERVAVAC,"Human Papillomavirus vaccine, quadrivalent (types 6, 11, 16, and 18), recombinant",False
VAC['1318'],"DIPHTHERIA, TETANUS, PERTUSSIS AND HEPATITIS B SII","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and hepatitis B (recombinant) pediatric vaccine",False
VAC['1319'],"DIPHTHERIA, TETANUS, PERTUSSIS AND HAEMOPHILUS INFLUENZAE B SII","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and Haemophilus influenzae type b (conjugated to diphtheria toxoid) pediatric vaccine",False
VAC['1320'],"DIPHTHERIA, TETANUS, PERTUSSIS, HEPATITIS B AND HAEMOPHILUS INFLUENZAE B SII","Paediatric vaccine for diphtheria (toxoid, standard dose), tetanus (toxoid), whooping cough (whole, standard dose), hepatitis B and Haemophilus influenzae type b (conjugated with tetanus toxoid).",False
VAC['1321'],HAEMOPHILUS INFLUENZAE B SII,"Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to tetanus toxoid",False
VAC['1322'],PNEUMOSIL,"Pneumococcal polysaccharide conjugate vaccine, 10-valent, serotypes 1, 5, 6A, 6B, 7F, 9V, 14, 19A, 19F and 23F",False
VAC['1323'],MENFIVE,"Quadrivalent meningococcal polysaccharide conjugate vaccine, serogroups A, C, W, X and Y",False
VAC['1324'],NASOVAC-S,Live attenuated influenza A(H1N1)pdm09 pandemic vaccine,False
VAC['1325'],GENEVAC-B 10 µg,"Recombinant hepatitis B vaccine with thiomersal, pediatric dose",False
VAC['1326'],GENEVAC-B 20 µg,"Recombinant hepatitis B vaccine with thiomersal, adult dose",False
VAC['1327'],HEPATITIS B SII,"Recombinant hepatitis B vaccine without thiomersal, adult and paediatric dose",False
VAC['1328'],TUBERVAC,"Tuberculosis vaccine, live attenuated",False
VAC['1329'],FLU-M,"Trivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1330'],FLU-M TETRA,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1331'],CELLDEMIC,Influenza A(H5N1) vaccine (split virion),False
VAC['1332'],COMIRNATY KP.2 3 µg,"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 3 micrograms, paediatric dose (6 months-4 years)",False
VAC['1333'],COMIRNATY KP.2 10 µg,"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 10 micrograms, paediatric dose (5-11 years)",False
VAC['1334'],COMIRNATY KP.2 30 µg,"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 30 micrograms, adult (+ 12 years)",False
VAC['1335'],INCELLIPAN,Influenza A(H5N1) vaccine (split virion),False
VAC['1336'],KOSTAIVE,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",False
VAC['1337'],CONVACELL,"COVID-19 protein subunit vaccine, recombinant N protein",False
VAC['1338'],ZOONOTIC,"Influenza A(H5N1) vaccine (fragmented virion, inactivated, adjuvanted)",False
VAC['1339'],BIMERVAX XBB.1.16,"COVID-19 vaccine, protein subunit, recombinant homodimeric RBD protein, Omicron variant XBB.1.16, with adjuvant (SQBA)",False
VAC['1340'],"SPIKEVAX BA.1 0,1 mg/mL dose 50 µg","COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.1 variant, 50 micrograms per dose, multidose vial",False
VAC['1341'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",True
VAC['1342'],IPVAX,Inactivated polio (trivalent) vaccine,False
VAC['1343'],BORYUNG CELL CULTURE-DERIVED JAPANESE ENCEPHALITIS VACCINE,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 6 micrograms",False
VAC['1344'],BORYUNG JAPANESE ENCEPHALITIS VACCINE,"Whole inactivated Japanese encephalitis vaccine, prepared in murine brain tissue, Nakayama strain, injectable",False
VAC['1345'],ZEROTYPH,Polysaccharide typhoid vaccine (Vi capsular antigen),False
VAC['1346'],FLU QUADRIVALENT MCV,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1347'],EFLUELDA,"High-dose, trivalent inactivated seasonal influenza vaccine, split-virion",False
VAC['1348'],TETANA,Tetanus toxoid vaccine,False
VAC['1349'],TY BIOMED,Whole-cell inactivated typhoid vaccine,False
VAC['1350'],T SIS BIOMED,Tetanus toxoid vaccine,False
VAC['1351'],TETANA PRO,Tetanus toxoid vaccine,False
VAC['1352'],TERATECT,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1353'],IL-YANG FLU VACCINE,"Trivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1354'],EUFORVAC,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False
