NUVA,NUVA label,IsAbstract,SNOMED-CT,SNOMED-CT label,Best,Blur,Equiv
VAC1175,"Inactivated trivalent influenza vaccine cell culture, normal dose, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC1176,"COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified",True,SNOMED-CT-29061000087103,"COVID-19 vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, unspecified",True,18,0
VAC1176,"COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1176,"COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1177,"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified",True,SNOMED-CT-1269346004,"Smallpox vaccine, unspecified",True,15,0
VAC1177,"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified",True,SNOMED-CT-1290624003,"Smallpox vaccine, unspecified",True,15,0
VAC1177,"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified",True,SNOMED-CT-1290625002,"Smallpox vaccine, unspecified",True,15,0
VAC1177,"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified",True,SNOMED-CT-836389008,"Smallpox vaccine, unspecified",True,15,0
VAC1177,"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified",True,SNOMED-CT-871727001,"Smallpox vaccine, unspecified",True,15,0
VAC1178,"Tetravalent Dengue vaccine, live attenuated chimeric recombinant, unspecified",True,SNOMED-CT-840563003,"Dengue vaccine, unspecified",True,5,0
VAC1178,"Tetravalent Dengue vaccine, live attenuated chimeric recombinant, unspecified",True,SNOMED-CT-871720004,"Dengue vaccine, unspecified",True,5,0
VAC1179,"Cholera and typhoid vaccine, injectable, unspecified",True,,,,,
VAC1180,"Recombinant Lyme disease vaccine, unspecified",True,SNOMED-CT-840599008,"Lyme disease vaccine, unspecified",True,4,0
VAC1180,"Recombinant Lyme disease vaccine, unspecified",True,SNOMED-CT-871911001,"Lyme disease vaccine, unspecified",True,4,0
VAC1181,"Pentavalent vaccine DTPeHibHepB - Diphtheria-Tetanus-Pertussis-Hib PRP-HepatitisB 10µg, unspecified",True,SNOMED-CT-871886002,"DTPerHibHepB pentavalent vaccine, unspecified",True,17,0
VAC1182,"Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SNOMED-CT-1971000221105,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,0
VAC1182,"Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SNOMED-CT-871916006,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,0
VAC1183,"Non-replicating viral vector Ebola vaccine, unspecified",True,SNOMED-CT-45891000087103,"Ebola vaccine, unspecified",True,7,0
VAC1183,"Non-replicating viral vector Ebola vaccine, unspecified",True,SNOMED-CT-836421005,"Ebola vaccine, unspecified",True,7,0
VAC1183,"Non-replicating viral vector Ebola vaccine, unspecified",True,SNOMED-CT-871721000,"Ebola vaccine, unspecified",True,7,0
VAC1184,"Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SNOMED-CT-871866001,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC1184,"Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SNOMED-CT-951000221102,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC1185,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified",True,SNOMED-CT-29061000087103,"COVID-19 vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, unspecified",True,18,0
VAC1185,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1185,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1186,"COVID-19 vaccine with replicative viral vector with antigen-presenting cells, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1186,"COVID-19 vaccine with replicative viral vector with antigen-presenting cells, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1187,"COVID-19 vaccine with replicative viral vector, measles virus encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1187,"COVID-19 vaccine with replicative viral vector, measles virus encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1188,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,SNOMED-CT-1287964002,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",True,29,0
VAC1188,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1188,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1188,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1189,"Non-replicating vector COVID-19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1189,"Non-replicating vector COVID-19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1190,"COVID-19 vaccine with replicative viral vector, vesicular stomatitis virus encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1190,"COVID-19 vaccine with replicative viral vector, vesicular stomatitis virus encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1191,"Vaccine for the prevention of urinary infections in women, unspecified",True,,,,,
VAC1192,"Pentavalent vaccine DTPePHibHepB - Diphtheria-Tetanus-Pertussis-Hib OC-HepatitisB 10µg, unspecified",True,SNOMED-CT-871886002,"DTPerHibHepB pentavalent vaccine, unspecified",True,17,0
VAC1193,"Japanese encephalitis vaccine, live recombinant attenuated, unspecified",True,SNOMED-CT-836378001,"Japanese encephalitis vaccine, unspecified",True,8,0
VAC1193,"Japanese encephalitis vaccine, live recombinant attenuated, unspecified",True,SNOMED-CT-871724008,"Japanese encephalitis vaccine, unspecified",True,8,0
VAC1194,"Tetanus, typhoid and paratypoid A and B vaccines, unspecified",True,,,,,
VAC1195,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified",True,SNOMED-CT-29061000087103,"COVID-19 vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, unspecified",True,18,0
VAC1195,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1195,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1196,"Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified",True,SNOMED-CT-871725009,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC1196,"Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified",True,SNOMED-CT-871825001,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC1196,"Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified",True,SNOMED-CT-836378001,"Japanese encephalitis vaccine, unspecified",False,,
VAC1196,"Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified",True,SNOMED-CT-871724008,"Japanese encephalitis vaccine, unspecified",False,,
VAC1197,"COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1197,"COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1198,"Chinkungunya vaccine, live attenuated, unspecified",True,SNOMED-CT-1345036005,"Chinkungunya vaccine, live attenuated, unspecified",True,2,1
VAC1198,"Chinkungunya vaccine, live attenuated, unspecified",True,SNOMED-CT-1345042009,"Vaccine against chikungunya, unspecified",False,,
VAC1198,"Chinkungunya vaccine, live attenuated, unspecified",True,SNOMED-CT-1345202008,"Vaccine against chikungunya, unspecified",False,,
VAC1199,"Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified",True,SNOMED-CT-45891000087103,"Ebola vaccine, unspecified",True,7,0
VAC1199,"Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified",True,SNOMED-CT-836421005,"Ebola vaccine, unspecified",True,7,0
VAC1199,"Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified",True,SNOMED-CT-871721000,"Ebola vaccine, unspecified",True,7,0
VAC1200,"Quadrivalent influenza vaccine, on cell culture, unspecified",True,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC1200,"Quadrivalent influenza vaccine, on cell culture, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC1201,"Tetravalent Dengue vaccine, live attenuated chimeric recombinant based on 17D yellow fever vaccine, unspecified",True,SNOMED-CT-840563003,"Dengue vaccine, unspecified",True,5,0
VAC1201,"Tetravalent Dengue vaccine, live attenuated chimeric recombinant based on 17D yellow fever vaccine, unspecified",True,SNOMED-CT-871720004,"Dengue vaccine, unspecified",True,5,0
VAC1202,"COVID-19 vaccine with live attenuated virus, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1202,"COVID-19 vaccine with live attenuated virus, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1203,"Brucellosis vaccine, protein (P.I. antigen)",True,,,,,
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SNOMED-CT-1162643001,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",True,44,0
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1205,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,SNOMED-CT-45891000087103,"Ebola vaccine, unspecified",True,7,0
VAC1205,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,SNOMED-CT-836421005,"Ebola vaccine, unspecified",True,7,0
VAC1205,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,SNOMED-CT-871721000,"Ebola vaccine, unspecified",True,7,0
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SNOMED-CT-1287964002,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",True,29,0
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1207,"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC1207,"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC1208,"Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified",True,SNOMED-CT-1156879008,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC1209,"Measles vaccine, whole inactivated, unspecified",True,,,,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SNOMED-CT-1287964002,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",True,29,0
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1211,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",True,SNOMED-CT-871866001,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC1211,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",True,SNOMED-CT-951000221102,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC1212,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC1212,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SNOMED-CT-1362134008,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,2,1
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SNOMED-CT-1001000221103,"Inactivated whole virion oral cholera vaccine, unspecified",False,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SNOMED-CT-2181000221101,"Inactivated whole virion oral cholera vaccine, unspecified",False,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SNOMED-CT-836383009,"Cholera vaccine, unspecified",False,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SNOMED-CT-991000221105,"Cholera vaccine, unspecified",False,,
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",True,53,0
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SNOMED-CT-1162634005,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SNOMED-CT-1162637003,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SNOMED-CT-2101000221107,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SNOMED-CT-871895005,"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified",False,,
VAC1216,"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified",True,SNOMED-CT-1156879008,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC1217,"Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified",True,SNOMED-CT-871806004,"HepB-Hib, unspecified",True,4,0
VAC1218,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SNOMED-CT-52821000087108,"Meningococcal conjugate vaccine A, unspecified",True,3,0
VAC1218,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SNOMED-CT-1252690003,"Meningococcal A vaccine, unspecified",False,,
VAC1219,"Hexavalent vaccine DTPeHibMCV-A-C-T - Diphtheria-Tetanus-Pertussis-Hib PRP-Meningococcus A and C, conjugated with tetanus toxoid, unspecified",True,,,,,
VAC1220,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,SNOMED-CT-1119351006,"Hib-MenCY, unspecified",True,3,0
VAC1221,"Trivalent vaccine against diphtheria, tetanus and rubella, unspecified",True,,,,,
VAC1222,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,,,,,
VAC1223,"Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True,,,,,
VAC1224,"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified",True,SNOMED-CT-51311000087100,"RSV vaccine, unspecified",True,7,0
VAC1225,"DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified",True,,,,,
VAC1226,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",True,SNOMED-CT-121000221105,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,0
VAC1226,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",True,SNOMED-CT-871803007,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,0
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SNOMED-CT-1296676008,"Hepatitis B vaccine, recombinant, unspecified",True,13,0
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SNOMED-CT-1304283008,"Hepatitis B vaccine, recombinant, unspecified",True,13,0
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SNOMED-CT-836374004,"Hepatitis B vaccine, unspecified",False,,
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SNOMED-CT-871822003,"Hepatitis B vaccine, unspecified",False,,
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SNOMED-CT-871925000,"Hepatitis B vaccine, unspecified",False,,
VAC1228,"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True,SNOMED-CT-51311000087100,"RSV vaccine, unspecified",True,7,0
VAC1229,Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C,True,,,,,
VAC1230,"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,SNOMED-CT-836500008,"Hib-MeningoC vaccine, unspecified",True,3,0
VAC1231,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,SNOMED-CT-2081000221102,"DTaPHibHepB pentavalent vaccine, unspecified",True,3,0
VAC1231,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,SNOMED-CT-871886002,"DTPerHibHepB pentavalent vaccine, unspecified",False,,
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,SNOMED-CT-601000221108,"Acellular pertussis vaccine, unspecified",True,16,0
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,SNOMED-CT-871758000,"Pertussis vaccine, unspecified",False,,
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,SNOMED-CT-871759008,"Pertussis vaccine, unspecified",False,,
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-1052330009,"10-valent Pneumococcus conjugate vaccine, unspecified",True,2,1
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-1801000221105,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC1234,"15-valent unconjugated pneumococcal vaccine, unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",True,8,0
VAC1234,"15-valent unconjugated pneumococcal vaccine, unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",True,8,0
VAC1235,"RIX4414 monovalent rotavirus vaccine, unspecified",True,SNOMED-CT-1081000221109,"Rotavirus vaccine, unspecified",True,7,0
VAC1235,"RIX4414 monovalent rotavirus vaccine, unspecified",True,SNOMED-CT-836387005,"Rotavirus vaccine, unspecified",True,7,0
VAC1235,"RIX4414 monovalent rotavirus vaccine, unspecified",True,SNOMED-CT-871761004,"Rotavirus vaccine, unspecified",True,7,0
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SNOMED-CT-1162643001,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",True,44,0
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1237,"Pre-erythrocytic malaria vaccine, unspecified",True,SNOMED-CT-45861000087106,"Malaria vaccine, unspecified",True,4,0
VAC1238,"Vaccine against hepatitis B and malaria, unspecified",True,,,,,
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-1252708008,"15-valent Pneumococcus conjugate vaccine, unspecified",True,2,1
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-1801000221105,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC1240,"4-component meningococcal B vaccine, unspecified",True,SNOMED-CT-1981000221108,"Meningococcal B vaccine, unspecified",True,9,0
VAC1241,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,SNOMED-CT-1156183006,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,2,1
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",True,53,0
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",True,53,0
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",True,53,0
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC1245,"ABCWY meningococcal vaccine, unspecified",True,,,,,
VAC1246,VACCIN COVID-GRIPPE ARN MRNA-1083,False,,,,,
VAC1247,"Hepatitis A vaccine, unspecified",True,SNOMED-CT-865997008,"Hepatitis A vaccine, unspecified",True,2,2
VAC1247,"Hepatitis A vaccine, unspecified",True,SNOMED-CT-871751006,"Hepatitis A vaccine, unspecified",True,2,2
VAC1248,"Influenza/Covid 19 mRNA vaccine, unspecified",True,,,,,
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC1250,EUVICHOL-S,False,SNOMED-CT-1001000221103,"Inactivated whole virion oral cholera vaccine, unspecified",True,7,0
VAC1250,EUVICHOL-S,False,SNOMED-CT-2181000221101,"Inactivated whole virion oral cholera vaccine, unspecified",True,7,0
