NUVA,NUVA label,IsAbstract,SCT_NUVA,SCT_NUVA label,Best,Blur,Equiv
VAC1203,"Brucellosis vaccine, protein (P.I. antigen)",True,SCT_NUVA-2761002000105,"Brucellosis vaccine, unspecified",False,,
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SCT_NUVA-14641002000105,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,1,1
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SCT_NUVA-12611002000104,"COVID-19 vaccine, protein subunit, unspecified",False,,
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SCT_NUVA-13711002000103,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",False,,
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1205,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,SCT_NUVA-14651002000107,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,1,1
VAC1205,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,SCT_NUVA-9951002000104,"Ebola vaccine, unspecified",False,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SCT_NUVA-14661002000109,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,1,1
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SCT_NUVA-17161002000107,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",False,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1207,"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True,SCT_NUVA-14671002000104,"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True,1,1
VAC1207,"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1208,"Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified",True,SCT_NUVA-14681002000101,"Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified",True,1,1
VAC1208,"Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified",True,SCT_NUVA-10251002000100,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",False,,
VAC1209,"Measles vaccine, whole inactivated, unspecified",True,SCT_NUVA-14691002000103,"Measles vaccine, whole inactivated, unspecified",True,1,1
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SCT_NUVA-14701002000103,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,1,1
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SCT_NUVA-17161002000107,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",False,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1211,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",True,SCT_NUVA-14711002000100,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",True,1,1
VAC1211,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",True,SCT_NUVA-2581002000107,"Meningococcal conjugate vaccine C, unspecified",False,,
VAC1212,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",True,SCT_NUVA-14721002000106,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",True,1,1
VAC1212,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",True,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SCT_NUVA-14731002000109,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,1,1
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SCT_NUVA-11421002000100,"Inactivated whole virion oral cholera vaccine, unspecified",False,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SCT_NUVA-13631002000100,"Whole inactivated Cholera vaccine, unspecified",False,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SCT_NUVA-14741002000101,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,1,1
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SCT_NUVA-16341002000109,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",False,,
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SCT_NUVA-14751002000104,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,1,1
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SCT_NUVA-6871002000108,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",False,,
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,SCT_NUVA-9401002000109,"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified",False,,
VAC1216,"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified",True,SCT_NUVA-14761002000102,"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified",True,1,1
VAC1216,"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified",True,SCT_NUVA-10251002000100,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",False,,
VAC1217,"Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified",True,SCT_NUVA-14771002000107,"Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified",True,1,1
VAC1217,"Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified",True,SCT_NUVA-9511002000108,"HepB-Hib, unspecified",False,,
VAC1218,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SCT_NUVA-14781002000105,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,1,1
VAC1218,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,SCT_NUVA-10351002000109,"Meningococcal conjugate vaccine A, unspecified",False,,
VAC1219,"Hexavalent vaccine DTPeHibMCV-A-C-T - Diphtheria-Tetanus-Pertussis-Hib PRP-Meningococcus A and C, conjugated with tetanus toxoid, unspecified",True,SCT_NUVA-14791002000108,"Hexavalent vaccine DTPeHibMCV-A-C-T - Diphtheria-Tetanus-Pertussis-Hib PRP-Meningococcus A and C, conjugated with tetanus toxoid, unspecified",True,1,1
VAC1220,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,SCT_NUVA-14801002000109,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,1,1
VAC1220,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,SCT_NUVA-9601002000106,"Hib-MenCY, unspecified",False,,
VAC1221,"Trivalent vaccine against diphtheria, tetanus and rubella, unspecified",True,SCT_NUVA-14811002000107,"Trivalent vaccine against diphtheria, tetanus and rubella, unspecified",True,1,1
VAC1221,"Trivalent vaccine against diphtheria, tetanus and rubella, unspecified",True,SCT_NUVA-9361002000101,"Diphtheria-Tetanus-Rubella, unspecified",False,,
VAC1222,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,SCT_NUVA-14821002000101,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,2,1
VAC1222,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,SCT_NUVA-11101002000104,"Respiratory Syncytial Virus monoclonal antibody, unspecified",False,,
VAC1222,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,SCT_NUVA-13091002000109,"RSV antibody or vaccine, unspecified",False,,
VAC1223,"Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True,SCT_NUVA-14831002000103,"Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True,1,1
VAC1223,"Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True,SCT_NUVA-13091002000109,"RSV antibody or vaccine, unspecified",False,,
VAC1224,"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified",True,SCT_NUVA-14841002000106,"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified",True,1,1
VAC1224,"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified",True,SCT_NUVA-13091002000109,"RSV antibody or vaccine, unspecified",False,,
VAC1225,"DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified",True,SCT_NUVA-14851002000108,"DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified",True,1,1
VAC1226,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",True,SCT_NUVA-14861002000105,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",True,1,1
VAC1226,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",True,SCT_NUVA-9871002000103,"Combined hepatitis A and hepatitis B vaccine, unspecified",False,,
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SCT_NUVA-14871002000100,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,3,1
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SCT_NUVA-13831002000101,"Hepatitis B vaccine, unspecified",False,,
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,SCT_NUVA-1901002000104,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1228,"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True,SCT_NUVA-14881002000102,"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True,1,1
VAC1228,"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True,SCT_NUVA-13091002000109,"RSV antibody or vaccine, unspecified",False,,
VAC1229,Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C,True,SCT_NUVA-14891002000104,Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C,True,1,1
VAC1230,"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,SCT_NUVA-14901002000100,"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,1,1
VAC1230,"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,SCT_NUVA-9481002000102,"Hib-MeningoC vaccine, unspecified",False,,
VAC1231,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,SCT_NUVA-14911002000102,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,1,1
VAC1231,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,SCT_NUVA-7231002000106,"DTaPHibHepB pentavalent vaccine, unspecified",False,,
VAC1231,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,SCT_NUVA-7251002000101,"DTPerHibHepB pentavalent vaccine, unspecified",False,,
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,SCT_NUVA-14921002000108,"Acellular pertussis vaccine, reduced dose, unspecified",True,2,1
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,SCT_NUVA-9451002000108,"Acellular pertussis vaccine, unspecified",False,,
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,SCT_NUVA-9461002000105,"Pertussis vaccine, unspecified",False,,
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SCT_NUVA-14931002000106,"10-valent Pneumococcus conjugate vaccine, unspecified",True,1,1
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,SCT_NUVA-9721002000109,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC1234,"15-valent unconjugated pneumococcal vaccine, unspecified",True,SCT_NUVA-14941002000103,"15-valent unconjugated pneumococcal vaccine, unspecified",True,1,1
VAC1234,"15-valent unconjugated pneumococcal vaccine, unspecified",True,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC1234,"15-valent unconjugated pneumococcal vaccine, unspecified",True,SCT_NUVA-9701002000101,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",False,,
VAC1235,"RIX4414 monovalent rotavirus vaccine, unspecified",True,SCT_NUVA-14951002000101,"RIX4414 monovalent rotavirus vaccine, unspecified",True,1,1
VAC1235,"RIX4414 monovalent rotavirus vaccine, unspecified",True,SCT_NUVA-2701002000109,"Rotavirus vaccine, unspecified",False,,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SCT_NUVA-14961002000104,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,1,1
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SCT_NUVA-12611002000104,"COVID-19 vaccine, protein subunit, unspecified",False,,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SCT_NUVA-13711002000103,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",False,,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SCT_NUVA-13871002000103,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, unspecified",False,,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1237,"Pre-erythrocytic malaria vaccine, unspecified",True,SCT_NUVA-14971002000109,"Pre-erythrocytic malaria vaccine, unspecified",True,1,1
VAC1237,"Pre-erythrocytic malaria vaccine, unspecified",True,SCT_NUVA-2631002000105,"Malaria vaccine, unspecified",False,,
VAC1238,"Vaccine against hepatitis B and malaria, unspecified",True,SCT_NUVA-14981002000107,"Vaccine against hepatitis B and malaria, unspecified",True,1,1
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SCT_NUVA-14991002000105,"15-valent Pneumococcus conjugate vaccine, unspecified",True,1,1
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,SCT_NUVA-9721002000109,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC1240,"4-component meningococcal B vaccine, unspecified",True,SCT_NUVA-15001002000100,"4-component meningococcal B vaccine, unspecified",True,1,1
VAC1240,"4-component meningococcal B vaccine, unspecified",True,SCT_NUVA-10301002000105,"Multicomponent meningococcal B vaccine, unspecified",False,,
VAC1240,"4-component meningococcal B vaccine, unspecified",True,SCT_NUVA-9661002000107,"Meningococcal B vaccine, unspecified",False,,
VAC1241,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,SCT_NUVA-15011002000102,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,1,1
VAC1241,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,SCT_NUVA-10881002000107,"Shingles vaccine, unspecified",False,,
VAC1241,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,SCT_NUVA-9931002000109,"Subunit shingles vaccine, unspecified",False,,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SCT_NUVA-15021002000108,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,1,1
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SCT_NUVA-16341002000109,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",False,,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SCT_NUVA-15031002000106,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,1,1
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SCT_NUVA-16341002000109,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",False,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SCT_NUVA-15041002000103,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,1,1
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SCT_NUVA-16341002000109,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",False,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC1245,"ABCWY meningococcal vaccine, unspecified",True,SCT_NUVA-15051002000101,"ABCWY meningococcal vaccine, unspecified",True,1,1
VAC1246,VACCIN COVID-GRIPPE ARN MRNA-1083,False,SCT_NUVA-15071002000109,VACCIN COVID-GRIPPE ARN MRNA-1083,True,1,1
VAC1246,VACCIN COVID-GRIPPE ARN MRNA-1083,False,SCT_NUVA-15091002000105,"Influenza/Covid 19 mRNA vaccine, unspecified",False,,
VAC1247,"Hepatitis A vaccine, unspecified",True,SCT_NUVA-15081002000107,"Hepatitis A vaccine, unspecified",True,1,1
VAC1248,"Influenza/Covid 19 mRNA vaccine, unspecified",True,SCT_NUVA-15091002000105,"Influenza/Covid 19 mRNA vaccine, unspecified",True,1,1
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,SCT_NUVA-15101002000101,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,1,1
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC1250,EUVICHOL-S,False,SCT_NUVA-15111002000103,EUVICHOL-S,True,1,1
VAC1250,EUVICHOL-S,False,SCT_NUVA-11421002000100,"Inactivated whole virion oral cholera vaccine, unspecified",False,,
VAC1250,EUVICHOL-S,False,SCT_NUVA-13631002000100,"Whole inactivated Cholera vaccine, unspecified",False,,
VAC1250,EUVICHOL-S,False,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC1251,EUVICHOL-PLUS,False,SCT_NUVA-15121002000109,EUVICHOL-PLUS,True,1,1
VAC1251,EUVICHOL-PLUS,False,SCT_NUVA-11421002000100,"Inactivated whole virion oral cholera vaccine, unspecified",False,,
VAC1251,EUVICHOL-PLUS,False,SCT_NUVA-13631002000100,"Whole inactivated Cholera vaccine, unspecified",False,,
VAC1251,EUVICHOL-PLUS,False,SCT_NUVA-15281002000102,"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified",False,,
VAC1251,EUVICHOL-PLUS,False,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC1252,JE-CV,False,SCT_NUVA-15131002000107,JE-CV,True,1,1
VAC1252,JE-CV,False,SCT_NUVA-10511002000104,"Live attenuated Japanese Encephalitis vaccine, unspecified",False,,
VAC1252,JE-CV,False,SCT_NUVA-11071002000107,"Japanese encephalitis vaccine, unspecified",False,,
VAC1252,JE-CV,False,SCT_NUVA-14521002000104,"Japanese encephalitis vaccine, live recombinant attenuated, unspecified",False,,
VAC1253,CHIMERIVAX-JE,False,SCT_NUVA-15141002000104,CHIMERIVAX-JE,True,1,1
VAC1253,CHIMERIVAX-JE,False,SCT_NUVA-10511002000104,"Live attenuated Japanese Encephalitis vaccine, unspecified",False,,
VAC1253,CHIMERIVAX-JE,False,SCT_NUVA-11071002000107,"Japanese encephalitis vaccine, unspecified",False,,
VAC1253,CHIMERIVAX-JE,False,SCT_NUVA-14521002000104,"Japanese encephalitis vaccine, live recombinant attenuated, unspecified",False,,
VAC1254,CAPVAXIVE,False,SCT_NUVA-15241002000106,CAPVAXIVE,True,1,1
VAC1254,CAPVAXIVE,False,SCT_NUVA-15631002000101,"21-valent pneumococcal conjugate vaccine, unspecified",False,,
VAC1254,CAPVAXIVE,False,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC1254,CAPVAXIVE,False,SCT_NUVA-9721002000109,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC1255,HEXASIIL,False,SCT_NUVA-15261002000105,HEXASIIL,True,1,1
VAC1255,HEXASIIL,False,SCT_NUVA-15271002000100,"Hexavalent vaccine DTwPHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 15µg, unspecified",False,,
VAC1256,"Hexavalent vaccine DTwPHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 15µg, unspecified",True,SCT_NUVA-15271002000100,"Hexavalent vaccine DTwPHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 15µg, unspecified",True,1,1
VAC1257,"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified",True,SCT_NUVA-15281002000102,"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified",True,1,1
