NUVA;NUVA label;IsAbstract;CVC;CVC label;Best;Blur;Equiv
VAC1166;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, currently in clinical trial, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1167;Acellular Pertussis Vaccine, unspecified;True;CVC-449019003;Acellular pertussis vaccine, unspecified;True;8;0
VAC1167;Acellular Pertussis Vaccine, unspecified;True;CVC-7781000087107;Acellular pertussis vaccine, unspecified;True;8;0
VAC1167;Acellular Pertussis Vaccine, unspecified;True;CVC-61602008;Pertussis vaccine, unspecified;False;;
VAC1168;Quadrivalent DTPeHib- Diphtheria-Tetanus-Pertussis-Hib OC vaccine, unspecified;True;;;;
VAC1169;COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 15 micrograms, unspecified;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1169;COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 15 micrograms, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1170;Non-replicating viral vector COVID-19 vaccine, chimpanzee adenovirus ChadOx1 encoding the SARS-CoV-2 spike protein;True;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC1170;Non-replicating viral vector COVID-19 vaccine, chimpanzee adenovirus ChadOx1 encoding the SARS-CoV-2 spike protein;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1171;Inactivated trivalent influenza vaccine, high dose, unspecified;True;;;;
VAC1172;Diphtheria toxoid, reduced dose, unspecified;True;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC1173;COVID-19 vaccine with replicative viral vector, influenza virus encoding the spike protein of SARS-CoV-2, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1174;Pentavalent DTPaPHepB vaccine - Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B 10µg, unspecified;True;CVC-20641000087100;Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified;True;3;0
VAC1175;Inactivated trivalent influenza vaccine cell culture, normal dose, unspecified;True;;;;
VAC1176;COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified;True;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC1176;COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1177;3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified;True;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC1178;Tetravalent Dengue vaccine, live attenuated chimeric recombinant, unspecified;True;;;;
VAC1179;Cholera and typhoid vaccine, injectable, unspecified;True;;;;
VAC1180;Recombinant Lyme disease vaccine, unspecified;True;CVC-116083002;Lyme disease vaccine, unspecified;True;4;0
VAC1181;Pentavalent vaccine DTPeHibHepB - Diphtheria-Tetanus-Pertussis-Hib PRP-HepatitisB 10µg, unspecified;True;;;;
VAC1182;Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified;True;CVC-7121000087107;Meningococcal ACWY conjugate vaccine, unspecified;True;4;0
VAC1183;Non-replicating viral vector Ebola vaccine, unspecified;True;CVC-45891000087103;Ebola vaccine, unspecified;True;6;0
VAC1184;Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified;True;CVC-359068008;Meningococcal conjugate vaccine C, unspecified;True;8;0
VAC1185;COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified;True;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC1185;COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1186;COVID-19 vaccine with replicative viral vector with antigen-presenting cells, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1187;COVID-19 vaccine with replicative viral vector, measles virus encoding the SARS-CoV-2 spike protein, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1188;COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1188;COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1189;Non-replicating vector COVID-19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified;True;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC1189;Non-replicating vector COVID-19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1190;COVID-19 vaccine with replicative viral vector, vesicular stomatitis virus encoding the SARS-CoV-2 spike protein, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1191;Vaccine for the prevention of urinary infections in women, unspecified;True;;;;
VAC1192;Pentavalent vaccine DTPePHibHepB - Diphtheria-Tetanus-Pertussis-Hib OC-HepatitisB 10µg, unspecified;True;;;;
VAC1193;Japanese encephalitis vaccine, live recombinant attenuated, unspecified;True;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC1194;Tetanus, typhoid and paratypoid A and B vaccines, unspecified;True;;;;
VAC1195;COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified;True;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC1195;COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1196;Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified;True;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC1197;COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1198;Chinkungunya vaccine, live attenuated, unspecified;True;;;;
VAC1199;Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified;True;CVC-45891000087103;Ebola vaccine, unspecified;True;6;0
VAC1200;Quadrivalent influenza vaccine, on cell culture, unspecified;True;;;;
VAC1201;Tetravalent Dengue vaccine, live attenuated chimeric recombinant based on 17D yellow fever vaccine, unspecified;True;;;;
VAC1202;COVID-19 vaccine with live attenuated virus, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1203;Brucellosis vaccine, protein (P.I. antigen);True;;;;
VAC1204;COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1205;Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified;True;CVC-45891000087103;Ebola vaccine, unspecified;True;6;0
VAC1206;COVID-19 vaccine with self-amplifying mRNA, unspecified;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1206;COVID-19 vaccine with self-amplifying mRNA, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1207;COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1208;Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified;True;CVC-20601000087103;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;7;0
VAC1209;Measles vaccine, whole inactivated, unspecified;True;;;;
VAC1210;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1210;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1211;Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified;True;CVC-359068008;Meningococcal conjugate vaccine C, unspecified;True;8;0
VAC1212;Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified;True;CVC-111164008;Polio vaccine, unspecified;True;3;0
VAC1213;Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified;True;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC1214;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1214;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1215;Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified;True;CVC-7731000087108;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;8;0
VAC1216;Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified;True;CVC-20601000087103;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;7;0
VAC1217;Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified;True;CVC-426971004;HepB-Hib, unspecified;True;3;0
VAC1218;Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified;True;;;;
VAC1219;Hexavalent vaccine DTPeHibMCV-A-C-T - Diphtheria-Tetanus-Pertussis-Hib PRP-Meningococcus A and C, conjugated with tetanus toxoid, unspecified;True;;;;
VAC1220;Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified;True;CVC-2068100007105;Hib-MenCY, unspecified;True;2;0
VAC1221;Trivalent vaccine against diphtheria, tetanus and rubella, unspecified;True;;;;
VAC1222;Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified;True;CVC-108725001;Respiratory Syncytial Virus monoclonal antibody, unspecified;True;8;0
VAC1223;Immunoglobulin against respiratory syncytial virus (RSV), unspecified;True;;;;
VAC1224;Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified;True;;;;
VAC1225;DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified;True;;;;
VAC1226;Combined hepatitis A and B vaccine, pediatric dose, unspecified;True;;;;
VAC1227;Recombinant hepatitis B vaccine, pediatric dose, unspecified;True;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;True;6;0
VAC1228;Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified;True;;;;
VAC1229;Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C;True;;;;
VAC1230;Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified;True;;;;
VAC1231;Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified;True;CVC-20591000087106;DTaPHibHepB pentavalent vaccine, unspecified;True;3;0
VAC1232;Acellular pertussis vaccine, reduced dose, unspecified;True;CVC-449019003;Acellular pertussis vaccine, unspecified;True;8;0
VAC1232;Acellular pertussis vaccine, reduced dose, unspecified;True;CVC-7781000087107;Acellular pertussis vaccine, unspecified;True;8;0
VAC1232;Acellular pertussis vaccine, reduced dose, unspecified;True;CVC-61602008;Pertussis vaccine, unspecified;False;;
VAC1233;10-valent Pneumococcus conjugate vaccine, unspecified;True;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;0
VAC1233;10-valent Pneumococcus conjugate vaccine, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC1233;10-valent Pneumococcus conjugate vaccine, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC1234;15-valent unconjugated pneumococcal vaccine, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;True;8;0
VAC1234;15-valent unconjugated pneumococcal vaccine, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;True;8;0
VAC1235;RIX4414 monovalent rotavirus vaccine, unspecified;True;CVC-116077000;Rotavirus vaccine, unspecified;True;6;0
VAC1235;RIX4414 monovalent rotavirus vaccine, unspecified;True;CVC-7811000087105;Rotavirus vaccine, unspecified;True;6;0
VAC1236;COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1237;Pre-erythrocytic malaria vaccine, unspecified;True;;;;
VAC1238;Vaccine against hepatitis B and malaria, unspecified;True;;;;
VAC1239;15-valent Pneumococcus conjugate vaccine, unspecified;True;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;0
VAC1239;15-valent Pneumococcus conjugate vaccine, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC1239;15-valent Pneumococcus conjugate vaccine, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC1240;4-component meningococcal B vaccine, unspecified;True;CVC-785864002;Meningococcal B vaccine, unspecified;True;7;0
VAC1241;Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified;True;CVC-23001000087100;Shingles vaccine, unspecified;True;3;0
VAC1241;Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified;True;CVC-407737004;Shingles vaccine, unspecified;True;3;0
VAC1242;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1242;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1243;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1243;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1244;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1244;COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1245;ABCWY meningococcal vaccine, unspecified;True;;;;
VAC1246;VACCIN COVID-GRIPPE ARN MRNA-1083;False;;;;
VAC1247;Hepatitis A vaccine, unspecified;True;;;;
VAC1248;Influenza/Covid 19 mRNA vaccine, unspecified;True;;;;
VAC1249;Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified;True;;;;
VAC1250;EUVICHOL-S;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC1251;EUVICHOL-PLUS;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC1252;JE-CV;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC1253;CHIMERIVAX-JE;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC1254;CAPVAXIVE;False;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;0
VAC1254;CAPVAXIVE;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC1254;CAPVAXIVE;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC1255;HEXASIIL;False;;;;
VAC1256;Hexavalent vaccine DTwPHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 15µg, unspecified;True;;;;
VAC1257;Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified;True;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC1258;COMIRNATY JN.1 30 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1258;COMIRNATY JN.1 30 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1259;COMIRNATY JN.1 10 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1259;COMIRNATY JN.1 10 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1260;COMIRNATY JN.1 3 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1260;COMIRNATY JN.1 3 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1261;NUVAXOVID JN.1;False;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1262;MRESVIA;False;;;;
VAC1263;COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1263;COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1264;A(H5) avian influenza vaccine, unspecified;True;;;;
VAC1265;CLODIVAC;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC1266;PENMENVY;False;;;;
VAC1267;VIMKUNYA;False;;;;
VAC1268;SPIKEVAX JN.1 50 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1268;SPIKEVAX JN.1 50 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1269;SPIKEVAX JN.1 0,1 mg/mL dose 25 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1269;SPIKEVAX JN.1 0,1 mg/mL dose 25 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1270;SPIKEVAX JN.1 0,1 mg/mL dose 50 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1270;SPIKEVAX JN.1 0,1 mg/mL dose 50 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1271;TYT BIOMED;False;;;;
VAC1272;PSEUDOVAC;False;;;;
VAC1273;DT BIOMED;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC1274;d BIOMED;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC1275;D BIOMED;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC1276;DTP BIOMED;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC1277;Vaccine against chikungunya, unspecified;True;;;;
VAC1278;WALRINVAX;False;CVC-424519000;HPV Vaccine;True;3;0
VAC1279;Adjuvanted adsorbed anthrax vaccine;True;CVC-333521006;Anthrax vaccine, unspecified;True;6;0
VAC1280;21-valent pneumococcal conjugate vaccine, unspecified;True;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;0
VAC1280;21-valent pneumococcal conjugate vaccine, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC1280;21-valent pneumococcal conjugate vaccine, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC1281;PENTABIO;False;;;;
VAC1282;FLUBIO INFLUENZA HA;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC1283;INDOVAC;False;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1284;NUSAGARD;False;CVC-7801000087108;HPV vaccine quadrivalent, unspecified;True;4;0
VAC1284;NUSAGARD;False;CVC-424519000;HPV Vaccine;False;;
VAC1285;NOPV2 BIO FARMA;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC1285;NOPV2 BIO FARMA;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC1286;VAKSIN COVID-19 BIO FARMA;False;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC1287;VAKSIN HEPATITIS B BIO FARMA;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;True;6;0
VAC1288;VAKSIN POLIOMYELITIS BIO FARMA;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC1288;VAKSIN POLIOMYELITIS BIO FARMA;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC1289;VAKSIN POLIOMYELITIS BIVALEN BIO FARMA;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC1289;VAKSIN POLIOMYELITIS BIVALEN BIO FARMA;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC1290;MOPV1 BIO FARMA;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC1290;MOPV1 BIO FARMA;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC1291;MOPV2 BIO FARMA;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC1291;MOPV2 BIO FARMA;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC1292;BIO-TCV;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC1293;VAKSIN BCG KERING;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC1294;BIO-TD;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC1295;DT BIO FARMA;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC1296;DTP BIO FARMA;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC1297;TT BIO FARMA;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC1298;BETT;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC1299;BEVAC 10 µg;False;CVC-9831000087108;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;14;0
VAC1299;BEVAC 10 µg;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC1300;BEVAC 20 µg;False;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;0
VAC1300;BEVAC 20 µg;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC1301;BE Td;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC1302;COMBE FIVE;False;;;;
VAC1303;VLA15;False;CVC-116083002;Lyme disease vaccine, unspecified;True;4;0
VAC1304;BERAB;False;;;;
VAC1305;MRBEV;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC1306;TYPHIBEV;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC1307;JEEV 6 µg;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC1308;DT BIOLOGICAL E LTD;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC1309;NOVEL ORAL (nOPV) TYPE 2 BIOLOGICAL E. LTD;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC1309;NOVEL ORAL (nOPV) TYPE 2 BIOLOGICAL E. LTD;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC1310;SII TD-VAC;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC1311;Meningococcal ACWXY conjugate vaccine, unspecified;True;;;;
VAC1312;TT SII;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC1313;BCG SII;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC1314;MEASLES SII;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC1315;MUMPS SII;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC1316;RUBELLA SII;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC1317;CERVAVAC;False;CVC-7801000087108;HPV vaccine quadrivalent, unspecified;True;4;0
VAC1317;CERVAVAC;False;CVC-424519000;HPV Vaccine;False;;
VAC1318;DIPHTHERIA, TETANUS, PERTUSSIS AND HEPATITIS B SII;False;CVC-20601000087103;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;7;0
VAC1319;DIPHTHERIA, TETANUS, PERTUSSIS AND HAEMOPHILUS INFLUENZAE B SII;False;;;;
VAC1320;DIPHTHERIA, TETANUS, PERTUSSIS, HEPATITIS B AND HAEMOPHILUS INFLUENZAE B SII;False;;;;
VAC1321;HAEMOPHILUS INFLUENZAE B SII;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC1322;PNEUMOSIL;False;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;0
VAC1322;PNEUMOSIL;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC1322;PNEUMOSIL;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC1323;MENFIVE;False;;;;
VAC1324;NASOVAC-S;False;;;;
VAC1325;GENEVAC-B 10 µg;False;CVC-9831000087108;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;14;0
VAC1325;GENEVAC-B 10 µg;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC1326;GENEVAC-B 20 µg;False;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;0
VAC1326;GENEVAC-B 20 µg;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC1327;HEPATITIS B SII;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;True;6;0
VAC1328;TUBERVAC;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC1329;FLU-M;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC1330;FLU-M TETRA;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;True;10;0
VAC1331;CELLDEMIC;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC1332;COMIRNATY KP.2 3 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1332;COMIRNATY KP.2 3 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1333;COMIRNATY KP.2 10 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1333;COMIRNATY KP.2 10 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1334;COMIRNATY KP.2 30 µg;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1334;COMIRNATY KP.2 30 µg;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC1335;INCELLIPAN;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC1336;KOSTAIVE;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;True;72;0
VAC1336;KOSTAIVE;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
