NUVA,NUVA label,IsAbstract,CPT,CPT label,Best,Blur,Equiv
VAC1159,"Recombinant trivalent influenza vaccine, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1160,"2nd generation live smallpox vaccine, unspecified",True,,,,,
VAC1161,"Quadrivalent DTPeP vaccine - Diphtheria-Tetanus-Pertussis-Hib PRP, unspecified",True,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,8,0
VAC1162,"COVID-19 mRNA vaccine, bivalent, original virus and Omicron BA.1 variant, 15 micrograms, unspecified",True,,,,,
VAC1163,"20-valent Pneumococcus conjugate vaccine, unspecified",True,,,,,
VAC1164,"Quadrivalent DTPaHib- Diphtheria-Tetanus-Pertussis-Hib PRP vaccine, unspecified",True,CPT-90721,"DTaPHib vaccine, unspecified",True,6,0
VAC1164,"Quadrivalent DTPaHib- Diphtheria-Tetanus-Pertussis-Hib PRP vaccine, unspecified",True,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC1165,"Diphtheria toxoid, standard dose, unspecified",True,,,,,
VAC1166,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, currently in clinical trial, unspecified",True,,,,,
VAC1167,"Acellular Pertussis Vaccine, unspecified",True,,,,,
VAC1168,"Quadrivalent DTPeHib- Diphtheria-Tetanus-Pertussis-Hib OC vaccine, unspecified",True,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,8,0
VAC1169,"COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 15 micrograms, unspecified",True,,,,,
VAC1170,"Non-replicating viral vector COVID-19 vaccine, chimpanzee adenovirus ChadOx1 encoding the SARS-CoV-2 spike protein",True,,,,,
VAC1171,"Inactivated trivalent influenza vaccine, high dose, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1171,"Inactivated trivalent influenza vaccine, high dose, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1171,"Inactivated trivalent influenza vaccine, high dose, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1172,"Diphtheria toxoid, reduced dose, unspecified",True,,,,,
VAC1173,"COVID-19 vaccine with replicative viral vector, influenza virus encoding the spike protein of SARS-CoV-2, unspecified",True,,,,,
VAC1174,"Pentavalent DTPaPHepB vaccine - Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B 10µg, unspecified",True,CPT-90723,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC1175,"Inactivated trivalent influenza vaccine cell culture, normal dose, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1175,"Inactivated trivalent influenza vaccine cell culture, normal dose, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1175,"Inactivated trivalent influenza vaccine cell culture, normal dose, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1176,"COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified",True,,,,,
VAC1177,"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified",True,,,,,
VAC1178,"Tetravalent Dengue vaccine, live attenuated chimeric recombinant, unspecified",True,,,,,
VAC1179,"Cholera and typhoid vaccine, injectable, unspecified",True,,,,,
VAC1180,"Recombinant Lyme disease vaccine, unspecified",True,,,,,
VAC1181,"Pentavalent vaccine DTPeHibHepB - Diphtheria-Tetanus-Pertussis-Hib PRP-HepatitisB 10µg, unspecified",True,,,,,
VAC1182,"Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,CPT-90734,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,0
VAC1183,"Non-replicating viral vector Ebola vaccine, unspecified",True,,,,,
VAC1184,"Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,,,,,
VAC1185,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, unspecified",True,,,,,
VAC1186,"COVID-19 vaccine with replicative viral vector with antigen-presenting cells, unspecified",True,,,,,
VAC1187,"COVID-19 vaccine with replicative viral vector, measles virus encoding the SARS-CoV-2 spike protein, unspecified",True,,,,,
VAC1188,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,,,,,
VAC1189,"Non-replicating vector COVID-19 vaccine, modified Ankara vaccine encoding the SARS-CoV-2 spike protein, unspecified",True,,,,,
VAC1190,"COVID-19 vaccine with replicative viral vector, vesicular stomatitis virus encoding the SARS-CoV-2 spike protein, unspecified",True,,,,,
VAC1191,"Vaccine for the prevention of urinary infections in women, unspecified",True,,,,,
VAC1192,"Pentavalent vaccine DTPePHibHepB - Diphtheria-Tetanus-Pertussis-Hib OC-HepatitisB 10µg, unspecified",True,,,,,
VAC1193,"Japanese encephalitis vaccine, live recombinant attenuated, unspecified",True,,,,,
VAC1194,"Tetanus, typhoid and paratypoid A and B vaccines, unspecified",True,,,,,
VAC1195,"COVID-19 vaccine with non-replicating viral vector, adenovirus 26 encoding the spike protein of SARS-CoV-2, in clinical trial, unspecified",True,,,,,
VAC1196,"Japanese encephalitis vaccine, whole inactivated prepared from murine brain tissue, unspecified",True,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC1197,"COVID-19 vaccine with chimpanzee adenovirus and self-amplifying mRNA, unspecified",True,,,,,
VAC1198,"Chinkungunya vaccine, live attenuated, unspecified",True,,,,,
VAC1199,"Recombinant vesicular stomatitis replicative viral vector Ebola vaccine (rVSV) - EBOV GP glycoprotein, unspecified",True,,,,,
VAC1200,"Quadrivalent influenza vaccine, on cell culture, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1200,"Quadrivalent influenza vaccine, on cell culture, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1200,"Quadrivalent influenza vaccine, on cell culture, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1201,"Tetravalent Dengue vaccine, live attenuated chimeric recombinant based on 17D yellow fever vaccine, unspecified",True,,,,,
VAC1202,"COVID-19 vaccine with live attenuated virus, unspecified",True,,,,,
VAC1203,"Brucellosis vaccine, protein (P.I. antigen)",True,,,,,
VAC1204,"COVID-19 protein subunit vaccine, recombinant spike protein, with adjuvant, unspecified",True,,,,,
VAC1205,"Ebola virus vaccine, recombinant live non-replicating viral vector Ad26.ZEBOV, unspecified",True,,,,,
VAC1206,"COVID-19 vaccine with self-amplifying mRNA, unspecified",True,,,,,
VAC1207,"COVID-19 vaccine with replicative viral vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True,,,,,
VAC1208,"Quadrivalent DTPeHepB vaccine - Diphtheria-Tetanus-Pertussis-HepatitisB 10µg, unspecified",True,,,,,
VAC1209,"Measles vaccine, whole inactivated, unspecified",True,,,,,
VAC1210,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, original virus, 100 micrograms, unspecified",True,,,,,
VAC1211,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",True,,,,,
VAC1212,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",True,,,,,
VAC1213,"Cholera vaccine containing recombinant cholera toxin B subunit and inactivated whole V. cholerae O1 bacteria, unspecified",True,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC1214,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, against the Omicron XBB.1.5 variant, 10µg, unspecified",True,,,,,
VAC1215,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib OMP-Polio-Hepatitis B 10µg, unspecified",True,CPT-90697,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC1216,"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified",True,,,,,
VAC1217,"Vaccine against hepatitis B and Haemophilus influenzae type b, unspecified",True,CPT-90748,"HepB-Hib, unspecified",True,4,0
VAC1218,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,,,,,
VAC1219,"Hexavalent vaccine DTPeHibMCV-A-C-T - Diphtheria-Tetanus-Pertussis-Hib PRP-Meningococcus A and C, conjugated with tetanus toxoid, unspecified",True,,,,,
VAC1220,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,,,,,
VAC1221,"Trivalent vaccine against diphtheria, tetanus and rubella, unspecified",True,,,,,
VAC1222,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,,,,,
VAC1223,"Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True,,,,,
VAC1224,"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified",True,,,,,
VAC1225,"DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified",True,,,,,
VAC1226,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",True,CPT-90636,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,0
VAC1227,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",True,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",True,8,0
VAC1228,"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True,,,,,
VAC1229,Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C,True,,,,,
VAC1230,"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,,,,,
VAC1231,"Pentavalent vaccine DTPaHibHepB- Diphtheria-Tetanus-Pertussis-Hib PRP-Hepatitis B 10μg, unspecified",True,,,,,
VAC1232,"Acellular pertussis vaccine, reduced dose, unspecified",True,,,,,
VAC1233,"10-valent Pneumococcus conjugate vaccine, unspecified",True,,,,,
VAC1234,"15-valent unconjugated pneumococcal vaccine, unspecified",True,,,,,
VAC1235,"RIX4414 monovalent rotavirus vaccine, unspecified",True,,,,,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified",True,,,,,
VAC1237,"Pre-erythrocytic malaria vaccine, unspecified",True,,,,,
VAC1238,"Vaccine against hepatitis B and malaria, unspecified",True,,,,,
VAC1239,"15-valent Pneumococcus conjugate vaccine, unspecified",True,,,,,
VAC1240,"4-component meningococcal B vaccine, unspecified",True,CPT-90621,"Multicomponent meningococcal B vaccine, unspecified",True,4,0
VAC1241,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,,,,,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,,,,,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,,,,,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,,,,,
VAC1245,"ABCWY meningococcal vaccine, unspecified",True,,,,,
VAC1246,VACCIN COVID-GRIPPE ARN MRNA-1083,False,,,,,
VAC1247,"Hepatitis A vaccine, unspecified",True,,,,,
VAC1248,"Influenza/Covid 19 mRNA vaccine, unspecified",True,,,,,
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1249,"Flu vaccine, trivalent inactivated, high dose, intradermal use, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1250,EUVICHOL-S,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC1251,EUVICHOL-PLUS,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC1252,JE-CV,False,,,,,
VAC1253,CHIMERIVAX-JE,False,,,,,
VAC1254,CAPVAXIVE,False,,,,,
VAC1255,HEXASIIL,False,,,,,
VAC1256,"Hexavalent vaccine DTwPHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 15µg, unspecified",True,,,,,
VAC1257,"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified",True,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC1258,COMIRNATY JN.1 30 µg,False,,,,,
VAC1259,COMIRNATY JN.1 10 µg,False,,,,,
VAC1260,COMIRNATY JN.1 3 µg,False,,,,,
VAC1261,NUVAXOVID JN.1,False,,,,,
VAC1262,MRESVIA,False,,,,,
VAC1263,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",True,,,,,
VAC1264,"A(H5) avian influenza vaccine, unspecified",True,,,,,
VAC1265,CLODIVAC,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1266,PENMENVY,False,,,,,
VAC1267,VIMKUNYA,False,,,,,
VAC1268,SPIKEVAX JN.1 50 µg,False,,,,,
VAC1269,"SPIKEVAX JN.1 0,1 mg/mL dose 25 µg",False,,,,,
VAC1270,"SPIKEVAX JN.1 0,1 mg/mL dose 50 µg",False,,,,,
VAC1271,TYT BIOMED,False,,,,,
VAC1272,PSEUDOVAC,False,,,,,
VAC1273,DT BIOMED,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC1274,d BIOMED,False,,,,,
VAC1275,D BIOMED,False,,,,,
VAC1276,DTP BIOMED,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC1277,"Vaccine against chikungunya, unspecified",True,,,,,
VAC1278,WALRINVAX,False,,,,,
VAC1279,Adjuvanted adsorbed anthrax vaccine,True,CPT-90581,"Anthrax vaccine, unspecified",True,7,0
VAC1280,"21-valent pneumococcal conjugate vaccine, unspecified",True,,,,,
VAC1281,PENTABIO,False,,,,,
VAC1282,FLUBIO INFLUENZA HA,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1282,FLUBIO INFLUENZA HA,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1282,FLUBIO INFLUENZA HA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC1282,FLUBIO INFLUENZA HA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC1282,FLUBIO INFLUENZA HA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC1283,INDOVAC,False,,,,,
VAC1284,NUSAGARD,False,CPT-90649,"HPV vaccine quadrivalent, unspecified",True,5,0
VAC1285,NOPV2 BIO FARMA,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC1286,VAKSIN COVID-19 BIO FARMA,False,,,,,
VAC1287,VAKSIN HEPATITIS B BIO FARMA,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",True,8,0
VAC1288,VAKSIN POLIOMYELITIS BIO FARMA,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC1289,VAKSIN POLIOMYELITIS BIVALEN BIO FARMA,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC1290,MOPV1 BIO FARMA,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC1291,MOPV2 BIO FARMA,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC1292,BIO-TCV,False,,,,,
VAC1293,VAKSIN BCG KERING,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC1293,VAKSIN BCG KERING,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC1294,BIO-TD,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1295,DT BIO FARMA,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC1296,DTP BIO FARMA,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC1297,TT BIO FARMA,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC1298,BETT,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC1299,BEVAC 10 µg,False,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,0
VAC1299,BEVAC 10 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1300,BEVAC 20 µg,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC1300,BEVAC 20 µg,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC1300,BEVAC 20 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1301,BE Td,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1302,COMBE FIVE,False,,,,,
VAC1303,VLA15,False,,,,,
VAC1304,BERAB,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC1304,BERAB,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC1304,BERAB,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC1305,MRBEV,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC1306,TYPHIBEV,False,,,,,
VAC1307,JEEV 6 µg,False,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC1308,DT BIOLOGICAL E LTD,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC1309,NOVEL ORAL (nOPV) TYPE 2 BIOLOGICAL E. LTD,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC1310,SII TD-VAC,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1311,"Meningococcal ACWXY conjugate vaccine, unspecified",True,,,,,
VAC1312,TT SII,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC1313,BCG SII,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC1313,BCG SII,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC1314,MEASLES SII,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC1315,MUMPS SII,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC1316,RUBELLA SII,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC1317,CERVAVAC,False,CPT-90649,"HPV vaccine quadrivalent, unspecified",True,5,0
VAC1318,"DIPHTHERIA, TETANUS, PERTUSSIS AND HEPATITIS B SII",False,,,,,
VAC1319,"DIPHTHERIA, TETANUS, PERTUSSIS AND HAEMOPHILUS INFLUENZAE B SII",False,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,8,0
VAC1320,"DIPHTHERIA, TETANUS, PERTUSSIS, HEPATITIS B AND HAEMOPHILUS INFLUENZAE B SII",False,,,,,
VAC1321,HAEMOPHILUS INFLUENZAE B SII,False,CPT-90648,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC1321,HAEMOPHILUS INFLUENZAE B SII,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC1322,PNEUMOSIL,False,,,,,
VAC1323,MENFIVE,False,,,,,
VAC1324,NASOVAC-S,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1324,NASOVAC-S,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1324,NASOVAC-S,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1325,GENEVAC-B 10 µg,False,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,0
VAC1325,GENEVAC-B 10 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1326,GENEVAC-B 20 µg,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC1326,GENEVAC-B 20 µg,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC1326,GENEVAC-B 20 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1327,HEPATITIS B SII,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",True,8,0
VAC1328,TUBERVAC,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC1328,TUBERVAC,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC1329,FLU-M,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1329,FLU-M,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1329,FLU-M,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC1329,FLU-M,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC1329,FLU-M,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC1330,FLU-M TETRA,False,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1330,FLU-M TETRA,False,CPT-90686,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1330,FLU-M TETRA,False,CPT-90687,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1330,FLU-M TETRA,False,CPT-90688,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1330,FLU-M TETRA,False,CPT-90694,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1330,FLU-M TETRA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC1330,FLU-M TETRA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC1330,FLU-M TETRA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC1331,CELLDEMIC,False,,,,,
VAC1332,COMIRNATY KP.2 3 µg,False,,,,,
VAC1333,COMIRNATY KP.2 10 µg,False,,,,,
VAC1334,COMIRNATY KP.2 30 µg,False,,,,,
VAC1335,INCELLIPAN,False,,,,,
VAC1336,KOSTAIVE,False,,,,,
VAC1337,CONVACELL,False,,,,,
VAC1338,ZOONOTIC,False,,,,,
VAC1339,BIMERVAX XBB.1.16,False,,,,,
VAC1340,"SPIKEVAX BA.1 0,1 mg/mL dose 50 µg",False,,,,,
VAC1341,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",True,,,,,
VAC1342,IPVAX,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC1343,BORYUNG CELL CULTURE-DERIVED JAPANESE ENCEPHALITIS VACCINE,False,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC1344,BORYUNG JAPANESE ENCEPHALITIS VACCINE,False,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC1345,ZEROTYPH,False,CPT-90691,"Typhoid polysaccharide vaccine, unspecified",True,7,0
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90686,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90687,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90688,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90694,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC1346,FLU QUADRIVALENT MCV,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC1347,EFLUELDA,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1347,EFLUELDA,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1347,EFLUELDA,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1348,TETANA,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC1349,TY BIOMED,False,CPT-90692,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC1349,TY BIOMED,False,CPT-90693,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC1350,T SIS BIOMED,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC1351,TETANA PRO,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC1352,TERATECT,False,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1352,TERATECT,False,CPT-90686,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1352,TERATECT,False,CPT-90687,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1352,TERATECT,False,CPT-90688,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1352,TERATECT,False,CPT-90694,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1352,TERATECT,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC1352,TERATECT,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC1352,TERATECT,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC1353,IL-YANG FLU VACCINE,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1353,IL-YANG FLU VACCINE,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1353,IL-YANG FLU VACCINE,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC1353,IL-YANG FLU VACCINE,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC1353,IL-YANG FLU VACCINE,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC1354,EUFORVAC,False,,,,,
VAC1355,EUPENTA,False,,,,,
VAC1356,EUVAX B 10 µg,False,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,0
VAC1356,EUVAX B 10 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1357,EUPOLIO,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC1358,SKYCELLFLU QUADRIVALENT,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1358,SKYCELLFLU QUADRIVALENT,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1358,SKYCELLFLU QUADRIVALENT,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1359,SKYCELLFLU TRIVALENT,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC1359,SKYCELLFLU TRIVALENT,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC1359,SKYCELLFLU TRIVALENT,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC1360,HEPAMUNE B 10 µg,False,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,0
VAC1360,HEPAMUNE B 10 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1361,HEPAMUNE B 20 µg,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC1361,HEPAMUNE B 20 µg,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC1361,HEPAMUNE B 20 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1362,SK TD,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
