NUVA,NUVA label,IsAbstract,ATC,ATC label,Best,Blur,Equiv
VAC0797,"Diph-T-aP/ap, unspecified",True,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,1
VAC0798,"Hib-MeningoC vaccine, unspecified",True,ATC-J07AG53,"Hib-MeningoC vaccine, unspecified",True,3,1
VAC0799,"DT-Hib vaccine, unspecified",True,,,,,
VAC0800,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,7,1
VAC0801,"HepB-Hib, unspecified",True,ATC-J07CA08,"HepB-Hib, unspecified",True,4,1
VAC0802,"Monovalent oral polio vaccine - type unknown, unspecified",True,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,1
VAC0803,Polio Sabin One and Three GSK,False,ATC-J07BF04,"OPV bivalent 1-3, unspecified",True,5,0
VAC0803,Polio Sabin One and Three GSK,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0804,"Anthrax vaccine, unspecified",True,ATC-J07AC01,"Anthrax vaccine, unspecified",True,7,1
VAC0805,"Whole-cell inactivated cholera vaccine, unspecified",True,ATC-J07AE01,"Whole inactivated Cholera vaccine, unspecified",True,14,0
VAC0806,"Live attenuated cholera vaccine, unspecified",True,ATC-J07AE02,"Live attenuated cholera vaccine, unspecified",True,4,1
VAC0807,"Cholera-Typhoid inactivated vaccine, unspecified",True,ATC-J07AE51,"Cholera-Typhoid inactivated vaccine, unspecified",True,2,1
VAC0808,"Hib-MenCY, unspecified",True,ATC-J07AG54,"Hib-MenCY, unspecified",True,3,1
VAC0809,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,ATC-J07AH02,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,1,1
VAC0810,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,ATC-J07AH05,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,1,1
VAC0811,"Meningococcal B vaccine, unspecified",True,,,,,
VAC0812,"Inactivated whole plague vaccine, unspecified",True,ATC-J07AK01,"Inactivated whole plague vaccine, unspecified",True,1,1
VAC0813,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,1
VAC0814,"Pneumococcal conjugate vaccine, serotypes unspecified",True,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,1
VAC0815,"Pneumo-Hib, unspecified",True,ATC-J07AL52,"Pneumo-Hib, unspecified",True,1,1
VAC0816,PEDATYPH,False,,,,,
VAC0817,"Inactivated Typhoid vaccine, unspecified",True,ATC-J07AP02,"Inactivated Typhoid vaccine, unspecified",True,5,1
VAC0818,"Typhoid-Paratyphoid vaccine, unspecified",True,ATC-J07AP10,"Typhoid-Paratyphoid vaccine, unspecified",True,4,1
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,ATC-J07BA02,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,1
VAC0820,"Inactivated whole influenza vaccine, unspecified",True,ATC-J07BB01,"Inactivated whole influenza vaccine, unspecified",True,3,1
VAC0821,"Inactivated influenza vaccine, split or subunit, unspecified",True,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,1
VAC0822,"Influenza vaccine, live attenuated, unspecified",True,ATC-J07BB03,"Influenza vaccine, live attenuated, unspecified",True,7,1
VAC0823,"VLP influenza vaccine, unspecified",True,ATC-J07BB04,"VLP influenza vaccine, unspecified",True,2,1
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC0825,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,ATC-J07BC20,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,9,1
VAC0826,MEASLES AND RUBELLA VACCINE SII,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0827,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,ATC-J07BD54,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,3,1
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,ATC-J07BH02,"Rotavirus pentavalent vaccine, unspecified",True,2,1
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,ATC-J07BH01,"Rotavirus vaccine, unspecified",False,,
VAC0829,"Rubella-Mumps vaccine, unspecified",True,ATC-J07BJ51,"Rubella-Mumps vaccine, unspecified",True,3,1
VAC0830,"Subunit shingles vaccine, unspecified",True,ATC-J07BK03,"Subunit shingles vaccine, unspecified",True,3,1
VAC0831,"Ebola vaccine, unspecified",True,ATC-J07BX02,"Ebola vaccine, unspecified",True,7,1
VAC0832,"Herpes Simplex vaccine, unspecified",True,,,,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0835,FIOCRUZ COVID-19 VACCINE,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0836,FLUAD TETRA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0837,COVOVAX SII,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0838,COVOVAX NOVAVAX,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0839,"Inactivated whole-cell brucella vaccine, unspecified",True,ATC-J07AD01,"Brucellosis vaccine, unspecified",True,4,0
VAC0840,ADDIGRIP,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0841,"INFLUVAC 0,25 mL",False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0842,NEORABIS,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0843,NOVIRAB,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0844,VERORABVAX,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,,,,,
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,ATC-J07BF04,"OPV bivalent 1-3, unspecified",True,5,0
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0849,"Tularemia vaccine, unspecified",True,,,,,
VAC0850,NEISVAC-C,False,ATC-J07AH07,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,0
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,0
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,0
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,0
VAC0855,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,1
VAC0856,"DTaPHib vaccine, unspecified",True,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,7,0
VAC0857,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,ATC-J07CA05,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,1
VAC0858,"HPV vaccine bivalent, unspecified",True,ATC-J07BM02,"HPV vaccine bivalent, unspecified",True,3,1
VAC0859,"HPV vaccine quadrivalent, unspecified",True,ATC-J07BM01,"HPV vaccine quadrivalent, unspecified",True,5,1
VAC0860,"HPV vaccine nonavalent, unspecified",True,ATC-J07BM03,"HPV vaccine nonavalent, unspecified",True,3,1
VAC0861,"Multicomponent meningococcal B vaccine, unspecified",True,ATC-J07AH09,"Multicomponent meningococcal B vaccine, unspecified",True,5,1
VAC0862,"Measles immunoglobulin, unspecified",True,ATC-J06BB14,"Measles immunoglobulin, unspecified",True,4,1
VAC0863,"Hepatitis B immunoglobulin, unspecified",True,ATC-J06BB04,"Hepatitis B immunoglobulin, unspecified",True,6,1
VAC0864,"Varicella-Zoster immunoglobulin, unspecified",True,ATC-J06BB03,"Varicella-Zoster immunoglobulin, unspecified",True,3,1
VAC0865,"Polysaccharide meningococcal A vaccine, unspecified",True,ATC-J07AH01,"Polysaccharide meningococcal A vaccine, unspecified",True,3,1
VAC0866,"Meningococcal conjugate vaccine A, unspecified",True,ATC-J07AH10,"Meningococcal conjugate vaccine A, unspecified",True,3,1
VAC0867,"Diphtheria antitoxin, unspecified",True,ATC-J06AA01,"Diphtheria antitoxin, unspecified",True,3,1
VAC0868,MENPOVAX A,False,ATC-J07AH01,"Polysaccharide meningococcal A vaccine, unspecified",True,3,0
VAC0869,MENPOVAX C,False,,,,,
VAC0870,TYPBAR,False,,,,,
VAC0871,SUPEMTEK TETRA,False,,,,,
VAC0872,INFLUPOZZI SUBUNITA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0873,INFLUPOZZI ADIUVATO,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0874,INNOFLU,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,,,,,
VAC0876,CINQUERIX,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0877,INFANRIX HEPB,False,ATC-J07CA05,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC0878,TRITANRIX,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0879,ACELLUVAX,False,ATC-J07AJ02,"Acellular pertussis vaccine, unspecified",True,9,0
VAC0880,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,1
VAC0881,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,ATC-J07BA03,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,7,1
VAC0882,CANDID 1,False,,,,,
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,ATC-J07AP02,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0884,DIF-PER-TET-ALL CHIRON,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0885,INFLUPOZZI ZONALE,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0886,MONO OPV1,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,0
VAC0887,POLIORAL,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0887,POLIORAL,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0888,QUATTVAXEM,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0889,MONO OPV3,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",True,11,0
VAC0890,NEOTYF,False,ATC-J07AP01,"Live attenuated oral typhoid vaccine, unspecified",True,3,0
VAC0891,PNEUMOPUR,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0892,POLIOVAX-IN,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0893,VACCINO ANTICOLERICO SCLAVO,False,,,,,
VAC0894,"Adenovirus vaccine, unspecified",True,,,,,
VAC0895,"Venezuelan Equine Encephalitis Vaccine, Unspecified",True,,,,,
VAC0896,"Q fever vaccine, unspecified",True,,,,,
VAC0897,"Hantavirus vaccine, unspecified",True,,,,,
VAC0898,"Leishmaniasis vaccine, unspecified",True,,,,,
VAC0899,"Human Parainfluenza Virus Vaccine, unspecified",True,,,,,
VAC0900,PREVENAR 20,False,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,0
VAC0901,MENCEVAX ACW,False,,,,,
VAC0902,"Rabies vaccine Semple type, unspecified",True,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0903,"Rabies vaccine Fuenzalida type, unspecified",True,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0904,"Rabies duck embryo vaccine, unspecified",True,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0905,"Rabies vaccine PHKCV, unspecified",True,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0906,"Shingles vaccine, unspecified",True,,,,,
VAC0907,"Vaccine against adenovirus type 4, unspecified",True,,,,,
VAC0908,"Vaccine against adenovirus type 7, unspecified",True,,,,,
VAC0909,Botulinum antitoxin,True,,,,,
VAC0910,"Inactivated hepatitis A vaccine, adult dose, unspecified",True,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC0911,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",True,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC0912,"Hepatitis A vaccine, pediatric dose, unspecified",True,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC0913,BIMERVAX,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0914,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0915,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0916,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0917,"Hepatitis E vaccine, unspecified",True,,,,,
VAC0918,"PRP-D Hib vaccine, unspecified",True,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0919,"Hib hbOC vaccine, unspecified",True,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0920,"Diphtheria-tetanus Td vaccine, unspecified",True,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0921,"Japanese encephalitis vaccine, unspecified",True,,,,,
VAC0922,"Live attenuated adenovirus vaccine, type 4 and type 7, oral",True,,,,,
VAC0923,"Respiratory Syncytial Virus monoclonal antibody, unspecified",True,,,,,
VAC0924,FLUZONE INTRADERMAL,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0925,"Trivalent inactivated influenza vaccine, unspecified",True,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0926,FLUCELVAX,False,,,,,
VAC0927,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0928,"Live attenuated Hepatitis A vaccine, unspecified",True,,,,,
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0930,AD5-NCOV COVID-19 INHALATION VACCINE,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0931,FLUBLOK QUADRIVALENT,False,,,,,
VAC0932,"Quadrivalent recombinant influenza vaccine, unspecified",True,,,,,
VAC0933,"TICOVAC 2,7µg",False,ATC-J07BA01,"Tick-borne encephalitis vaccine, unspecified",True,12,0
VAC0934,VACCIN OREILLONS AVENTIS PASTEUR MSD,False,ATC-J07BE01,"Mumps vaccine, unspecified",True,12,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0936,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0937,"Botulism vaccine, unspecified",True,,,,,
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0939,PREHEVBRIO,False,,,,,
VAC0940,SPUTNIK-LIGHT,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0941,"Immunoglobulin against anthrax, unspecified",True,,,,,
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0943,"Rabies vaccine diploid cells, unspecified",True,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0944,"Inactivated whole virion oral cholera vaccine, unspecified",True,ATC-J07AE01,"Whole inactivated Cholera vaccine, unspecified",True,14,0
VAC0945,"Meningococcal vaccine serogroup unknown, unspecified",True,,,,,
VAC0946,TYPHIDRALL,False,ATC-J07AP10,"Typhoid-Paratyphoid vaccine, unspecified",True,4,0
VAC0947,IMMU-PHILUS,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0948,BACITHRAX,False,ATC-J07AC01,"Anthrax vaccine, unspecified",True,7,0
VAC0949,IMOVAX BCG,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0950,IMOVAX DTP,False,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0951,IMOVAX POLIO ORALE,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0951,IMOVAX POLIO ORALE,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0952,IMOVAX COLERA,False,ATC-J07AE01,"Whole inactivated Cholera vaccine, unspecified",True,14,0
VAC0953,PROCOMVAX,False,ATC-J07CA08,"HepB-Hib, unspecified",True,4,0
VAC0954,JAPANESE ENCEPHALITIS VACCINE,False,ATC-J07BA02,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0955,PULMOVAX,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0956,VACCINO COLERICO BERNA,False,ATC-J07AE01,"Whole inactivated Cholera vaccine, unspecified",True,14,0
VAC0957,VACCINO BCG BERNA,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0958,ADIUGRIP,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0959,STREPTOPUR,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0960,VIATIM,False,ATC-J07CA10,"Typhoid-hepatitis A vaccine, unspecified",True,6,0
VAC0961,ANATOXAL TE N,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0962,ANATOXAL DI TE N ADULT,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0963,ANATOXAL DI TE PER,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0964,ANATOXAL DI,False,ATC-J07AF01,"Diphtheria vaccine, unspecified",True,10,0
VAC0965,ANATOXAL TE TAB,False,,,,,
VAC0966,JYNNEOS,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0967,HEPASOMA,False,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC0968,INFLEXAL V,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0969,LYSSAVAC N BERNA,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0970,TETATOX,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0971,VACCINO ANTIVAIOLOSO LANCY,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0972,VIROFLUSOMA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0973,VIROFLU,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0974,MENCEVAX AC,False,ATC-J07AH03,"Meningococcal A + C vaccine, unspecified",True,7,0
VAC0975,PERTURIX,False,ATC-J07AJ02,"Acellular pertussis vaccine, unspecified",True,9,0
VAC0976,VACCINO ANTICOLERICO ISI,False,,,,,
VAC0977,ENTEROVACCINO ISI,False,ATC-J07AP02,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0978,VAC.DIFTO TETANO ISI,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0979,VACCINO ANTITETANICO ISI,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0980,VAC.DPT ISI,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0981,VACCINO PERTOSSE ISI,False,,,,,
VAC0982,VACCINO TIFICO ISI,False,,,,,
VAC0983,VACCINO ANTIPOL ISI,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0984,VACCINO ANTIVAIOLOSO ISI,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0985,VACCINO TAB TE ISI,False,,,,,
VAC0986,H ATETAL ISI,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0987,TANRIX,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0988,VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK,False,ATC-J07AH04,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0989,HANTAVAX,False,,,,,
VAC0990,ALPHARIX,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0991,FLULAVAL QUADRIVALENT,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0992,AFLURIA QUADRIVALENT,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0993,TD ADSORBED,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0994,VARIVAX II,False,ATC-J07BK01,"Chickenpox vaccine, unspecified",True,9,0
VAC0995,IMVAMUNE,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0996,ACAM2000,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0997,"Pneumococcal 13-valent conjugate vaccine, unspecified",True,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,0
VAC0998,LC16,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0999,WETVAX APSV,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC1000,VACV VACCINIA VIRUS LISTER ELSTREE,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC1001,V4020 VEEV VACCINE,False,,,,,
VAC1002,Q-VAX,False,,,,,
VAC1003,TEDIVAX PRO ADULTO,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC1004,TEDIVAX,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC1005,REVAC-B PLUS ADULT VACCINE,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC1006,SHANVAC B,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC1007,ISTIVAC4,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC1008,DITEMER,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC1009,TETAMER,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC1010,TRIAMER,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC1011,DITEKIBOOSTER,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC1012,PICOVAX,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC1013,FLUBLOK TRIVALENT,False,,,,,
VAC1014,PROVARIVAX,False,ATC-J07BK01,"Chickenpox vaccine, unspecified",True,9,0
VAC1015,COMBIVAX,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC1016,IDFLU,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC1017,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (50 µg/50 µg)/mL MULTIDOSE MODERNA,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1018,NOORA VACCINE,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA",False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1020,VACCIN HEPATITE A AVENTIS PASTEUR MSD,False,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC1021,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1022,COMIRNATY 3 µg 6 MOIS-4 ANS BIONTECH-PFIZER,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1023,COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1024,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 (50 µg/50 µg)/mL MODERNA,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1025,CORBEVAX,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC1026,SOBERANA 02 FINLAY-FR-2 COVID-19 VACCINE,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC1027,KOVIVAC CHUMAKOV COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC1028,RECOMBIVAX HB DIALYSÉ,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC1029,QUINTANRIX,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC1030,GEMCOVAC-19,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC1031,SPIKEVAX 50 µg MONODOSE MODERNA,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
